"V1","V2"
1,0.221682133354043
1,-0.549807491833007
1,0.906945851392388
1,0.607022525259479
1,1.66342317859925
1,0.701821686763553
1,-1.30047330223684
1,-0.215148994223425
1,1.92855218265057
1,1.80694584468067
1,0.577172783088264
1,0.0174052072107015
1,0.390666088615207
1,-0.0444326208068014
1,0.0363380923532516
1,0.173184471700864
1,1.18524415229435
1,-0.0434844564365389
1,-0.100554503531499
1,-0.286582569634558
1,1.56709154391831
1,0.169264514329865
1,1.33013889955983
1,1.31046116603657
1,0.603889167821619
1,-0.286073608765038
1,1.27756633024467
1,0.925941789844477
1,-0.941559442440304
1,1.26160994270521
1,0.15737094403052
1,1.07032634783318
1,-0.764939907287089
1,-1.50465581082998
1,0.876449149535849
1,-0.409610062502186
1,-0.229639836523535
1,0.950589932359909
1,-0.47197574577479
1,-0.646391029843698
1,1.36680702446894
1,0.185894772305013
1,1.31478524001806
1,-1.71383456780378
1,-0.832799078375899
1,-0.874615193401956
1,0.10186974675345
1,-0.380279958528191
1,0.737008757352533
1,-1.82493091509786
1,-0.673013118806511
1,-0.632351232999756
1,-0.0794841430409492
1,0.444081115921724
1,2.00411228707447
1,-0.604948584712585
1,-0.559983608336817
1,0.708620768065172
1,-0.156741616698632
1,1.37208027065482
1,-1.08431976429581
1,1.08304635997736
1,-1.33245594524034
1,2.09840223606257
1,0.134933735916286
1,-0.233991928243246
1,-0.40233023662339
1,0.905205675048583
1,0.536085338573091
1,-0.172602580792956
1,0.162667712361952
1,-0.492063692715495
1,-0.972935292185361
1,0.184860263977611
1,0.734803897622307
1,-0.374066698894943
1,0.242800697683485
1,-0.675227223613272
1,-0.808223031741584
1,-0.0510982073977003
1,1.30911119981128
1,-0.216170344728358
1,-0.582580433088206
1,-1.4930089196936
1,-1.04795813115516
1,-1.32615911628802
1,-0.850336191352884
1,-1.14745217570605
1,0.376126202842137
1,-0.20362462368592
1,-1.29682874211862
1,-0.809447431650971
1,0.163079776602989
1,0.626142989517844
1,0.700472802802654
1,-0.0463773758078113
1,2.36932833511657
1,-0.585446438253575
1,0.98552729051443
1,-0.280578351794996
1,0.697276049518725
1,-0.11553732158602
1,-0.360790734270149
1,-0.106044789818711
1,0.0470387761650114
1,-1.75257395012136
1,1.58230499418651
1,0.790363947280574
1,-1.11478767497892
1,-1.75445024529581
1,0.435965801818125
1,0.758002379349299
1,0.880604004326154
1,0.311684256719068
1,-0.114429016429
1,0.431915547055386
1,-0.809139755507368
1,-0.612507102013571
1,1.74409590622805
1,-0.726060016449205
1,-0.133951627028771
1,-1.01445309465889
1,1.90540512450514
1,-0.341396229630145
1,0.990395697992047
1,1.00518806923323
1,-0.955001243752864
1,0.356248192226746
1,-0.602570863619155
1,-2.41922208864208
1,1.09683336248318
1,0.680452254376087
1,-0.978747107250281
1,-2.00565398723609
1,-0.5927705691388
1,0.986338057887703
1,0.562629839789998
1,-0.0820478941597524
1,-1.70231698652276
1,1.23359193497562
1,1.0180643331199
1,0.73235982239572
1,-0.856546482527526
1,0.633446642918125
1,-0.732832994306954
1,-0.455293777481118
1,-1.21335023155916
1,0.398200673794364
1,-0.523270466053178
1,0.925972097480877
1,0.892557541991531
1,-0.827923950876036
1,1.56554529670761
1,1.39812101205481
1,-0.489608376132107
1,0.560656145110209
1,-0.869757631300577
1,-0.716928198861321
1,-2.12945875375752
1,1.11859648621507
1,0.348981375712082
1,0.500175960513736
1,-0.945594390905025
1,-1.44948318202267
1,0.992930730464322
1,-1.56984227402845
1,0.019421223068333
1,-0.785776739753304
1,-0.23160793679954
1,-0.277373980966129
1,1.82645600461566
1,-0.484389753932469
1,-0.602920584395107
1,-2.292913172904
1,1.71117004854177
1,0.0748885984364307
